iter	RMSE
0	4.755590309
1	4.751983245
2	4.747994341
3	4.742410871
4	4.739003356
5	4.734459372
6	4.729564567
7	4.724883422
8	4.720535197
9	4.715734614
10	4.711119666
11	4.7067395
12	4.701552177
13	4.697959258
14	4.693695175
15	4.687515334
16	4.683196877
17	4.679108185
18	4.673177124
19	4.670248744
20	4.666320168
21	4.662212592
22	4.656446962
23	4.652246747
24	4.647632176
25	4.643010407
26	4.639580905
27	4.636374073
28	4.631604671
29	4.62698622
